period_in_session,subject,behavioral_evaluator_choice,bayes_evaluator_choice,session,subject_in_session,group,q,bluecore,blueshell,block,period_in_block,evaluator_choice,payoff,game,order,bluereport,period_in_treatment,role,urn,reporter_choice,reporter_truth,q8,lateblock,cc,hf,cl,ca,orangereport_orangecore,bluereport_bluecore,bluereport_orangecore,orangereport_bluecore,oreport_ocore_vs_breport_bcore,breport_bcore_vs_breport_ocore,breport_ocore_vs_oreport_bcore
46,61,,,3,15,1,6,0,0,3,14,66.67,.67,CC,6868,0,30,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
47,61,,,3,15,1,6,0,0,3,15,66.67,.67,CC,6868,0,31,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
48,61,,,3,15,1,6,1,1,3,16,66.67,.67,CC,6868,1,32,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
49,61,,,3,15,1,8,1,1,4,1,66.67,.67,CC,6868,1,17,reporter,uninformative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
50,61,,,3,15,1,8,0,0,4,2,66.67,.67,CC,6868,0,18,reporter,informative,truth,1,1,1,1,0,0,0,1,0,0,0,0,,
51,61,,,3,15,1,8,1,1,4,3,66.67,.67,CC,6868,1,19,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
52,61,,,3,15,1,8,1,1,4,4,66.67,.67,CC,6868,1,20,reporter,uninformative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
53,61,,,3,15,1,8,1,1,4,5,66.67,.67,CC,6868,1,21,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
54,61,,,3,15,1,8,1,1,4,6,66.67,.67,CC,6868,1,22,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
55,61,,,3,15,1,8,1,0,4,7,0,0,CC,6868,0,23,reporter,uninformative,truth,1,1,1,1,0,0,0,0,0,0,1,,,1
56,61,,,3,15,1,8,1,1,4,8,66.67,.67,CC,6868,1,24,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
57,61,,,3,15,1,8,1,1,4,9,66.67,.67,CC,6868,1,25,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
58,61,,,3,15,1,8,1,1,4,10,66.67,.67,CC,6868,1,26,reporter,uninformative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
59,61,,,3,15,1,8,0,1,4,11,0,0,CC,6868,1,27,reporter,uninformative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
60,61,,,3,15,1,8,0,0,4,12,0,0,CC,6868,1,28,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
61,61,,,3,15,1,8,1,0,4,13,0,0,CC,6868,0,29,reporter,uninformative,truth,1,1,1,1,0,0,0,0,0,0,1,,,1
62,61,,,3,15,1,8,1,1,4,14,66.67,.67,CC,6868,1,30,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
63,61,,,3,15,1,8,0,0,4,15,66.67,.67,CC,6868,0,31,reporter,informative,truth,1,1,1,1,0,0,0,1,0,0,0,0,,
64,61,,,3,15,1,8,1,0,4,16,0,0,CC,6868,0,32,reporter,uninformative,truth,1,1,1,1,0,0,0,0,0,0,1,,,1
1,62,,,3,16,1,6,0,0,1,1,0,0,CC,6868,1,1,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
2,62,,,3,16,1,6,1,1,1,2,66.67,.67,CC,6868,1,2,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
3,62,,,3,16,1,6,1,1,1,3,66.67,.67,CC,6868,1,3,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
4,62,,,3,16,1,6,0,1,1,4,0,0,CC,6868,1,4,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
5,62,,,3,16,1,6,0,0,1,5,66.67,.67,CC,6868,0,5,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
6,62,,,3,16,1,6,1,1,1,6,66.67,.67,CC,6868,1,6,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
7,62,,,3,16,1,6,1,1,1,7,66.67,.67,CC,6868,1,7,reporter,informative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
8,62,,,3,16,1,6,1,1,1,8,66.67,.67,CC,6868,1,8,reporter,informative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
9,62,,,3,16,1,6,0,0,1,9,66.67,.67,CC,6868,0,9,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
10,62,,,3,16,1,6,1,1,1,10,66.67,.67,CC,6868,1,10,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
11,62,,,3,16,1,6,0,0,1,11,66.67,.67,CC,6868,0,11,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
12,62,,,3,16,1,6,0,0,1,12,66.67,.67,CC,6868,0,12,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
13,62,,,3,16,1,6,0,0,1,13,66.67,.67,CC,6868,0,13,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
14,62,,,3,16,1,6,1,1,1,14,66.67,.67,CC,6868,1,14,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
15,62,,,3,16,1,6,0,0,1,15,66.67,.67,CC,6868,0,15,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
16,62,,,3,16,1,6,1,1,1,16,66.67,.67,CC,6868,1,16,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
17,62,,,3,16,1,8,1,1,2,1,66.67,.67,CC,6868,1,1,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
18,62,,,3,16,1,8,1,1,2,2,66.67,.67,CC,6868,1,2,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
19,62,,,3,16,1,8,0,0,2,3,66.67,.67,CC,6868,0,3,reporter,informative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
20,62,,,3,16,1,8,1,1,2,4,66.67,.67,CC,6868,1,4,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
21,62,,,3,16,1,8,1,1,2,5,66.67,.67,CC,6868,1,5,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
22,62,,,3,16,1,8,1,0,2,6,0,0,CC,6868,0,6,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
23,62,,,3,16,1,8,1,0,2,7,0,0,CC,6868,0,7,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
24,62,,,3,16,1,8,1,1,2,8,66.67,.67,CC,6868,1,8,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
25,62,,,3,16,1,8,1,1,2,9,66.67,.67,CC,6868,1,9,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
26,62,,,3,16,1,8,1,1,2,10,66.67,.67,CC,6868,1,10,reporter,uninformative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
27,62,,,3,16,1,8,0,0,2,11,66.67,.67,CC,6868,0,11,reporter,uninformative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
28,62,,,3,16,1,8,1,0,2,12,0,0,CC,6868,0,12,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
29,62,,,3,16,1,8,1,0,2,13,66.67,.67,CC,6868,1,13,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
30,62,,,3,16,1,8,1,0,2,14,0,0,CC,6868,0,14,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
31,62,,,3,16,1,8,1,1,2,15,66.67,.67,CC,6868,1,15,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
32,62,,,3,16,1,8,1,1,2,16,66.67,.67,CC,6868,1,16,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
33,62,,,3,16,1,6,1,0,3,1,0,0,CC,6868,0,17,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
34,62,,,3,16,1,6,1,1,3,2,66.67,.67,CC,6868,1,18,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
35,62,,,3,16,1,6,0,0,3,3,66.67,.67,CC,6868,0,19,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
36,62,,,3,16,1,6,0,0,3,4,66.67,.67,CC,6868,0,20,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
37,62,,,3,16,1,6,1,1,3,5,66.67,.67,CC,6868,1,21,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
38,62,,,3,16,1,6,1,1,3,6,66.67,.67,CC,6868,1,22,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
39,62,,,3,16,1,6,1,1,3,7,66.67,.67,CC,6868,1,23,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
40,62,,,3,16,1,6,0,0,3,8,66.67,.67,CC,6868,0,24,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
41,62,,,3,16,1,6,1,1,3,9,66.67,.67,CC,6868,1,25,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
42,62,,,3,16,1,6,0,1,3,10,0,0,CC,6868,1,26,reporter,uninformative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
43,62,,,3,16,1,6,1,1,3,11,66.67,.67,CC,6868,1,27,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
44,62,,,3,16,1,6,1,0,3,12,0,0,CC,6868,0,28,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
45,62,,,3,16,1,6,1,1,3,13,66.67,.67,CC,6868,1,29,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
46,62,,,3,16,1,6,1,1,3,14,66.67,.67,CC,6868,1,30,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
47,62,,,3,16,1,6,1,1,3,15,66.67,.67,CC,6868,1,31,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
48,62,,,3,16,1,6,0,0,3,16,66.67,.67,CC,6868,0,32,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
49,62,,,3,16,1,8,1,1,4,1,66.67,.67,CC,6868,1,17,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
50,62,,,3,16,1,8,1,1,4,2,66.67,.67,CC,6868,1,18,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
51,62,,,3,16,1,8,1,1,4,3,66.67,.67,CC,6868,1,19,reporter,uninformative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
52,62,,,3,16,1,8,1,0,4,4,0,0,CC,6868,0,20,reporter,uninformative,truth,1,1,1,1,0,0,0,0,0,0,1,,,1
53,62,,,3,16,1,8,1,1,4,5,66.67,.67,CC,6868,1,21,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
54,62,,,3,16,1,8,1,1,4,6,66.67,.67,CC,6868,1,22,reporter,uninformative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
55,62,,,3,16,1,8,1,1,4,7,66.67,.67,CC,6868,1,23,reporter,uninformative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
56,62,,,3,16,1,8,1,0,4,8,0,0,CC,6868,0,24,reporter,uninformative,truth,1,1,1,1,0,0,0,0,0,0,1,,,1
57,62,,,3,16,1,8,1,0,4,9,0,0,CC,6868,0,25,reporter,uninformative,truth,1,1,1,1,0,0,0,0,0,0,1,,,1
58,62,,,3,16,1,8,0,0,4,10,0,0,CC,6868,1,26,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
59,62,,,3,16,1,8,1,1,4,11,66.67,.67,CC,6868,1,27,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
60,62,,,3,16,1,8,1,1,4,12,66.67,.67,CC,6868,1,28,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
61,62,,,3,16,1,8,1,0,4,13,66.67,.67,CC,6868,1,29,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
62,62,,,3,16,1,8,0,1,4,14,0,0,CC,6868,1,30,reporter,uninformative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
63,62,,,3,16,1,8,0,0,4,15,66.67,.67,CC,6868,0,31,reporter,uninformative,truth,1,1,1,1,0,0,0,1,0,0,0,0,,
64,62,,,3,16,1,8,1,1,4,16,66.67,.67,CC,6868,1,32,reporter,informative,truth,1,1,1,1,0,0,0,0,1,0,0,1,0,
1,63,,,3,17,1,6,1,1,1,1,66.67,.67,CC,6868,1,1,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
2,63,,,3,17,1,6,0,1,1,2,0,0,CC,6868,1,2,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
3,63,,,3,17,1,6,0,1,1,3,0,0,CC,6868,1,3,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
4,63,,,3,17,1,6,1,0,1,4,0,0,CC,6868,0,4,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
5,63,,,3,17,1,6,0,0,1,5,66.67,.67,CC,6868,0,5,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
6,63,,,3,17,1,6,1,1,1,6,66.67,.67,CC,6868,1,6,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
7,63,,,3,17,1,6,0,0,1,7,66.67,.67,CC,6868,0,7,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
8,63,,,3,17,1,6,1,1,1,8,66.67,.67,CC,6868,1,8,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
9,63,,,3,17,1,6,0,0,1,9,0,0,CC,6868,1,9,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
10,63,,,3,17,1,6,0,0,1,10,0,0,CC,6868,1,10,reporter,uninformative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
11,63,,,3,17,1,6,0,1,1,11,0,0,CC,6868,1,11,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
12,63,,,3,17,1,6,1,1,1,12,66.67,.67,CC,6868,1,12,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
13,63,,,3,17,1,6,1,0,1,13,0,0,CC,6868,0,13,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
14,63,,,3,17,1,6,0,0,1,14,66.67,.67,CC,6868,0,14,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
15,63,,,3,17,1,6,0,0,1,15,66.67,.67,CC,6868,0,15,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
16,63,,,3,17,1,6,0,0,1,16,66.67,.67,CC,6868,0,16,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
17,63,,,3,17,1,8,0,0,2,1,66.67,.67,CC,6868,0,1,reporter,informative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
18,63,,,3,17,1,8,0,0,2,2,0,0,CC,6868,1,2,reporter,informative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
19,63,,,3,17,1,8,1,1,2,3,66.67,.67,CC,6868,1,3,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
20,63,,,3,17,1,8,0,0,2,4,0,0,CC,6868,1,4,reporter,uninformative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
21,63,,,3,17,1,8,0,0,2,5,0,0,CC,6868,1,5,reporter,informative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
22,63,,,3,17,1,8,0,1,2,6,0,0,CC,6868,1,6,reporter,uninformative,lie,0,1,0,1,0,0,0,0,0,1,0,,1,0
23,63,,,3,17,1,8,1,1,2,7,66.67,.67,CC,6868,1,7,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
24,63,,,3,17,1,8,1,1,2,8,66.67,.67,CC,6868,1,8,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
25,63,,,3,17,1,8,1,1,2,9,66.67,.67,CC,6868,1,9,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
26,63,,,3,17,1,8,1,1,2,10,66.67,.67,CC,6868,1,10,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
27,63,,,3,17,1,8,1,1,2,11,66.67,.67,CC,6868,1,11,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
28,63,,,3,17,1,8,1,1,2,12,66.67,.67,CC,6868,1,12,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
29,63,,,3,17,1,8,1,0,2,13,66.67,.67,CC,6868,1,13,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
30,63,,,3,17,1,8,1,0,2,14,66.67,.67,CC,6868,1,14,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
31,63,,,3,17,1,8,0,1,2,15,0,0,CC,6868,1,15,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,1,0,,1,0
32,63,,,3,17,1,8,1,1,2,16,66.67,.67,CC,6868,1,16,reporter,uninformative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
33,63,,,3,17,1,6,1,0,3,1,0,0,CC,6868,0,17,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
34,63,,,3,17,1,6,1,1,3,2,66.67,.67,CC,6868,1,18,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
35,63,,,3,17,1,6,0,0,3,3,66.67,.67,CC,6868,0,19,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
36,63,,,3,17,1,6,1,0,3,4,0,0,CC,6868,0,20,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
37,63,,,3,17,1,6,1,1,3,5,66.67,.67,CC,6868,1,21,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
38,63,,,3,17,1,6,1,1,3,6,66.67,.67,CC,6868,1,22,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
39,63,,,3,17,1,6,1,1,3,7,66.67,.67,CC,6868,1,23,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
40,63,,,3,17,1,6,1,1,3,8,66.67,.67,CC,6868,1,24,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
41,63,,,3,17,1,6,1,0,3,9,0,0,CC,6868,0,25,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
42,63,,,3,17,1,6,0,1,3,10,0,0,CC,6868,1,26,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,1,0,,1,0
43,63,,,3,17,1,6,0,1,3,11,0,0,CC,6868,1,27,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,1,0,,1,0
44,63,,,3,17,1,6,0,0,3,12,66.67,.67,CC,6868,0,28,reporter,uninformative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
45,63,,,3,17,1,6,1,0,3,13,0,0,CC,6868,0,29,reporter,uninformative,truth,1,0,1,1,0,0,0,0,0,0,1,,,1
46,63,,,3,17,1,6,0,0,3,14,66.67,.67,CC,6868,0,30,reporter,informative,truth,1,0,1,1,0,0,0,1,0,0,0,0,,
47,63,,,3,17,1,6,1,1,3,15,66.67,.67,CC,6868,1,31,reporter,informative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
48,63,,,3,17,1,6,1,1,3,16,66.67,.67,CC,6868,1,32,reporter,uninformative,truth,1,0,1,1,0,0,0,0,1,0,0,1,0,
49,63,,,3,17,1,8,1,0,4,1,66.67,.67,CC,6868,1,17,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
50,63,,,3,17,1,8,1,1,4,2,66.67,.67,CC,6868,1,18,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
51,63,,,3,17,1,8,0,0,4,3,0,0,CC,6868,1,19,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
52,63,,,3,17,1,8,1,1,4,4,66.67,.67,CC,6868,1,20,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
53,63,,,3,17,1,8,1,0,4,5,66.67,.67,CC,6868,1,21,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
54,63,,,3,17,1,8,1,1,4,6,66.67,.67,CC,6868,1,22,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
55,63,,,3,17,1,8,1,1,4,7,66.67,.67,CC,6868,1,23,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
56,63,,,3,17,1,8,1,0,4,8,66.67,.67,CC,6868,1,24,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
57,63,,,3,17,1,8,0,1,4,9,0,0,CC,6868,1,25,reporter,uninformative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
58,63,,,3,17,1,8,1,0,4,10,66.67,.67,CC,6868,1,26,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
59,63,,,3,17,1,8,1,1,4,11,66.67,.67,CC,6868,1,27,reporter,informative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
60,63,,,3,17,1,8,1,0,4,12,66.67,.67,CC,6868,1,28,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
61,63,,,3,17,1,8,1,0,4,13,66.67,.67,CC,6868,1,29,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
62,63,,,3,17,1,8,0,1,4,14,0,0,CC,6868,1,30,reporter,uninformative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
63,63,,,3,17,1,8,0,0,4,15,0,0,CC,6868,1,31,reporter,informative,lie,0,1,1,1,0,0,0,0,0,1,0,,1,0
64,63,,,3,17,1,8,1,1,4,16,66.67,.67,CC,6868,1,32,reporter,uninformative,lie,0,1,1,1,0,0,0,0,1,0,0,1,0,
1,64,,,3,18,1,6,1,1,1,1,66.67,.67,CC,6868,1,1,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
2,64,,,3,18,1,6,0,1,1,2,0,0,CC,6868,1,2,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
3,64,,,3,18,1,6,0,1,1,3,0,0,CC,6868,1,3,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
4,64,,,3,18,1,6,1,1,1,4,66.67,.67,CC,6868,1,4,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
5,64,,,3,18,1,6,0,1,1,5,0,0,CC,6868,1,5,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,1,0,,1,0
6,64,,,3,18,1,6,0,1,1,6,0,0,CC,6868,1,6,reporter,uninformative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
7,64,,,3,18,1,6,1,0,1,7,0,0,CC,6868,0,7,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
8,64,,,3,18,1,6,1,1,1,8,66.67,.67,CC,6868,1,8,reporter,informative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
9,64,,,3,18,1,6,1,0,1,9,66.67,.67,CC,6868,1,9,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
10,64,,,3,18,1,6,0,0,1,10,66.67,.67,CC,6868,0,10,reporter,informative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
11,64,,,3,18,1,6,1,1,1,11,66.67,.67,CC,6868,1,11,reporter,uninformative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
12,64,,,3,18,1,6,0,0,1,12,0,0,CC,6868,1,12,reporter,informative,lie,0,0,0,1,0,0,0,0,0,1,0,,1,0
13,64,,,3,18,1,6,1,0,1,13,0,0,CC,6868,0,13,reporter,uninformative,truth,1,0,0,1,0,0,0,0,0,0,1,,,1
14,64,,,3,18,1,6,1,1,1,14,66.67,.67,CC,6868,1,14,reporter,informative,truth,1,0,0,1,0,0,0,0,1,0,0,1,0,
15,64,,,3,18,1,6,1,0,1,15,66.67,.67,CC,6868,1,15,reporter,uninformative,lie,0,0,0,1,0,0,0,0,1,0,0,1,0,
16,64,,,3,18,1,6,0,0,1,16,66.67,.67,CC,6868,0,16,reporter,uninformative,truth,1,0,0,1,0,0,0,1,0,0,0,0,,
17,64,,,3,18,1,8,1,0,2,1,0,0,CC,6868,0,1,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
18,64,,,3,18,1,8,1,1,2,2,66.67,.67,CC,6868,1,2,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
19,64,,,3,18,1,8,0,0,2,3,66.67,.67,CC,6868,0,3,reporter,uninformative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
20,64,,,3,18,1,8,1,1,2,4,66.67,.67,CC,6868,1,4,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
21,64,,,3,18,1,8,0,0,2,5,66.67,.67,CC,6868,0,5,reporter,informative,truth,1,1,0,1,0,0,0,1,0,0,0,0,,
22,64,,,3,18,1,8,1,1,2,6,66.67,.67,CC,6868,1,6,reporter,uninformative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
23,64,,,3,18,1,8,1,1,2,7,66.67,.67,CC,6868,1,7,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
24,64,,,3,18,1,8,1,1,2,8,66.67,.67,CC,6868,1,8,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
25,64,,,3,18,1,8,1,1,2,9,66.67,.67,CC,6868,1,9,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
26,64,,,3,18,1,8,1,1,2,10,66.67,.67,CC,6868,1,10,reporter,informative,truth,1,1,0,1,0,0,0,0,1,0,0,1,0,
27,64,,,3,18,1,8,1,1,2,11,66.67,.67,CC,6868,1,11,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
28,64,,,3,18,1,8,1,1,2,12,66.67,.67,CC,6868,1,12,reporter,informative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
29,64,,,3,18,1,8,1,0,2,13,66.67,.67,CC,6868,1,13,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
30,64,,,3,18,1,8,1,1,2,14,66.67,.67,CC,6868,1,14,reporter,uninformative,lie,0,1,0,1,0,0,0,0,1,0,0,1,0,
31,64,,,3,18,1,8,1,0,2,15,0,0,CC,6868,0,15,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
32,64,,,3,18,1,8,1,0,2,16,0,0,CC,6868,0,16,reporter,uninformative,truth,1,1,0,1,0,0,0,0,0,0,1,,,1
33,64,,,3,18,1,6,1,1,3,1,66.67,.67,CC,6868,1,17,reporter,uninformative,lie,0,0,1,1,0,0,0,0,1,0,0,1,0,
34,64,,,3,18,1,6,0,0,3,2,0,0,CC,6868,1,18,reporter,informative,lie,0,0,1,1,0,0,0,0,0,1,0,,1,0
